,ga4_page_path,ga4_sessions,path_split,domain,domainsub1,domainsub2,domainsub3,domainsub4
8621,https://impact.com/events/ipx-sydney/,148.0,"['https:', '', 'impact.com', 'events', 'ipx-sydney', '']",impact.com,events,ipx-sydney,,
8645,https://impact.com/case-studies/semrushs-case-study-affa-csb-imp-ev-nam/,148.0,"['https:', '', 'impact.com', 'case-studies', 'semrushs-case-study-affa-csb-imp-ev-nam', '']",impact.com,case-studies,semrushs-case-study-affa-csb-imp-ev-nam,,
8646,https://impact.com/commerce-content/break-down-marketing-silos/,148.0,"['https:', '', 'impact.com', 'commerce-content', 'break-down-marketing-silos', '']",impact.com,commerce-content,break-down-marketing-silos,,
8665,https://impact.com/integrated-platform-prices/?utm_source=pxa.impact.com&utm_medium=owned-platform&utm_content=top-nav&utm_campaign=referral&utm_term=undefined,148.0,"['https:', '', 'impact.com', 'integrated-platform-prices', '?utm_source=pxa.impact.com&utm_medium=owned-platform&utm_content=top-nav&utm_campaign=referral&utm_term=undefined']",impact.com,integrated-platform-prices,?utm_source=pxa.impact.com&utm_medium=owned-platform&utm_content=top-nav&utm_campaign=referral&utm_term=undefined,,
8726,https://impact.com/influencer/navigating-influencer-marketing-compliance/,148.0,"['https:', '', 'impact.com', 'influencer', 'navigating-influencer-marketing-compliance', '']",impact.com,influencer,navigating-influencer-marketing-compliance,,
8738,https://impact.com/?_gl=xxxxxxxxxxxxxxxxxx&gclid=CjwKCAjwiezABhBZEiwAEbTPGO7a5gpGcJRIuLKLq6cOi4mt20HPJYPVB7FZz9Z6ozM7_EhT9EgpghoCpxMQAvD_BwE,148.0,"['https:', '', 'impact.com', '?_gl=xxxxxxxxxxxxxxxxxx&gclid=CjwKCAjwiezABhBZEiwAEbTPGO7a5gpGcJRIuLKLq6cOi4mt20HPJYPVB7FZz9Z6ozM7_EhT9EgpghoCpxMQAvD_BwE']",impact.com,?_gl=xxxxxxxxxxxxxxxxxx&gclid=CjwKCAjwiezABhBZEiwAEbTPGO7a5gpGcJRIuLKLq6cOi4mt20HPJYPVB7FZz9Z6ozM7_EhT9EgpghoCpxMQAvD_BwE,,,
8790,https://impact.com/?irgwc=1,148.0,"['https:', '', 'impact.com', '?irgwc=1']",impact.com,?irgwc=1,,,
8797,https://impact.com/partners/affiliate-partners/?hl=vi-VN,148.0,"['https:', '', 'impact.com', 'partners', 'affiliate-partners', '?hl=vi-VN']",impact.com,partners,affiliate-partners,?hl=vi-VN,
8800,https://impact.com/news/introducing-promo-code-monitoring-on-impact-com/,148.0,"['https:', '', 'impact.com', 'news', 'introducing-promo-code-monitoring-on-impact-com', '']",impact.com,news,introducing-promo-code-monitoring-on-impact-com,,
8813,https://impact.com/news/a-message-from-our-ceo-david-a-yovanno-co-founder-per-pettersen/,148.0,"['https:', '', 'impact.com', 'news', 'a-message-from-our-ceo-david-a-yovanno-co-founder-per-pettersen', '']",impact.com,news,a-message-from-our-ceo-david-a-yovanno-co-founder-per-pettersen,,
8850,https://impact.com/partners/affiliate-partners/?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxx&gclid=EAIaIQobChMI-8zdy_mQjQMVOaWDBx3PbQqJEAAYAyAAEgLCu_D_BwE&gbraid=0AAAAADkCDeNM68cSZLJQjtG3OWbzwN3Nk,148.0,"['https:', '', 'impact.com', 'partners', 'affiliate-partners', '?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxx&gclid=EAIaIQobChMI-8zdy_mQjQMVOaWDBx3PbQqJEAAYAyAAEgLCu_D_BwE&gbraid=0AAAAADkCDeNM68cSZLJQjtG3OWbzwN3Nk']",impact.com,partners,affiliate-partners,?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxx&gclid=EAIaIQobChMI-8zdy_mQjQMVOaWDBx3PbQqJEAAYAyAAEgLCu_D_BwE&gbraid=0AAAAADkCDeNM68cSZLJQjtG3OWbzwN3Nk,
8870,https://impact.com/?utm_source=signaturesatori&utm_medium=email_signature&utm_campaign=incrementality-playbook2,148.0,"['https:', '', 'impact.com', '?utm_source=signaturesatori&utm_medium=email_signature&utm_campaign=incrementality-playbook2']",impact.com,?utm_source=signaturesatori&utm_medium=email_signature&utm_campaign=incrementality-playbook2,,,
8919,https://impact.com/ebooks/find-recruit-affiliate-influencer-partners-part-ebk-imp-ed-nam/?utm_source=impact-operator&utm_medium=login-page-content&utm_campaign=recruit-affiliate-influencer-partners,119.0,"['https:', '', 'impact.com', 'ebooks', 'find-recruit-affiliate-influencer-partners-part-ebk-imp-ed-nam', '?utm_source=impact-operator&utm_medium=login-page-content&utm_campaign=recruit-affiliate-influencer-partners']",impact.com,ebooks,find-recruit-affiliate-influencer-partners-part-ebk-imp-ed-nam,?utm_source=impact-operator&utm_medium=login-page-content&utm_campaign=recruit-affiliate-influencer-partners,
8926,https://impact.com/de/partnerschaften/ultimate-guide-to-affiliate-marketing/,119.0,"['https:', '', 'impact.com', 'de', 'partnerschaften', 'ultimate-guide-to-affiliate-marketing', '']",impact.com,de,partnerschaften,ultimate-guide-to-affiliate-marketing,
8931,https://impact.com/ebooks/ultimate-guide-to-influencer-marketing-infl-ebk-imp-ed-nam-0821/?utm_source=facebook&utm_medium=paid-social&utm_campaign=NA-Prospecting-ALL-EARLYSTAGE-WEBSITE_CONV-TOFU-DemoLP-20231215-NA_EarlyStage_UltimateGuideInfluencerMarketingLP&utm_content=UltimateGuideInfluencerMarketingLP_TOFU_ultimateguideinflgif_000000_getthebestroibymastering_gif_20240423-an-an&fbclid=IwZXh0bgNhZW0BMAABHbwPdtZZUO0S7tDRBnH9DT3KsRtes1vHeCN2TPUnWOw5ZBweSj8yJy5uXA_aem_vefMQrHT-Ge6oTBLU45p_w&campaign_id=6524456539577&ad_id=6524458222977,119.0,"['https:', '', 'impact.com', 'ebooks', 'ultimate-guide-to-influencer-marketing-infl-ebk-imp-ed-nam-0821', '?utm_source=facebook&utm_medium=paid-social&utm_campaign=NA-Prospecting-ALL-EARLYSTAGE-WEBSITE_CONV-TOFU-DemoLP-20231215-NA_EarlyStage_UltimateGuideInfluencerMarketingLP&utm_content=UltimateGuideInfluencerMarketingLP_TOFU_ultimateguideinflgif_000000_getthebestroibymastering_gif_20240423-an-an&fbclid=IwZXh0bgNhZW0BMAABHbwPdtZZUO0S7tDRBnH9DT3KsRtes1vHeCN2TPUnWOw5ZBweSj8yJy5uXA_aem_vefMQrHT-Ge6oTBLU45p_w&campaign_id=6524456539577&ad_id=6524458222977']",impact.com,ebooks,ultimate-guide-to-influencer-marketing-infl-ebk-imp-ed-nam-0821,?utm_source=facebook&utm_medium=paid-social&utm_campaign=NA-Prospecting-ALL-EARLYSTAGE-WEBSITE_CONV-TOFU-DemoLP-20231215-NA_EarlyStage_UltimateGuideInfluencerMarketingLP&utm_content=UltimateGuideInfluencerMarketingLP_TOFU_ultimateguideinflgif_000000_getthebestroibymastering_gif_20240423-an-an&fbclid=IwZXh0bgNhZW0BMAABHbwPdtZZUO0S7tDRBnH9DT3KsRtes1vHeCN2TPUnWOw5ZBweSj8yJy5uXA_aem_vefMQrHT-Ge6oTBLU45p_w&campaign_id=6524456539577&ad_id=6524458222977,
8946,https://impact.com/commerce-content/cyber-week-2024/?utm_medium=owned-email-send&utm_source=mkto&utm_campaign=newsletter-20241008-pc&mkt_tok=MjgwLVhRUC05OTQAAAGWC9vg9QHFd4QGCU6-a8yNUAv85i1WjFs2iclCCvDonlj7bm3nh4wRL5hb5LmCBKNGb0ggOCcXUyFPmwsWce_GI143ejuSPrg65UX2xpgslNkQfF4,119.0,"['https:', '', 'impact.com', 'commerce-content', 'cyber-week-2024', '?utm_medium=owned-email-send&utm_source=mkto&utm_campaign=newsletter-20241008-pc&mkt_tok=MjgwLVhRUC05OTQAAAGWC9vg9QHFd4QGCU6-a8yNUAv85i1WjFs2iclCCvDonlj7bm3nh4wRL5hb5LmCBKNGb0ggOCcXUyFPmwsWce_GI143ejuSPrg65UX2xpgslNkQfF4']",impact.com,commerce-content,cyber-week-2024,?utm_medium=owned-email-send&utm_source=mkto&utm_campaign=newsletter-20241008-pc&mkt_tok=MjgwLVhRUC05OTQAAAGWC9vg9QHFd4QGCU6-a8yNUAv85i1WjFs2iclCCvDonlj7bm3nh4wRL5hb5LmCBKNGb0ggOCcXUyFPmwsWce_GI143ejuSPrg65UX2xpgslNkQfF4,
8953,https://impact.com/ebooks/ultimate-guide-partnership-marketing-pars-hte-imp-ed-nam-0324/?utm_source=growth-hacks&utm_medium=paid-direct-buy&utm_content=newsletter-2024&utm_campaign=ultimate-guide-partnership-marketing&_bhlid=d03835b298a0dfc44a697dbfdc838a6dec085b4e,119.0,"['https:', '', 'impact.com', 'ebooks', 'ultimate-guide-partnership-marketing-pars-hte-imp-ed-nam-0324', '?utm_source=growth-hacks&utm_medium=paid-direct-buy&utm_content=newsletter-2024&utm_campaign=ultimate-guide-partnership-marketing&_bhlid=d03835b298a0dfc44a697dbfdc838a6dec085b4e']",impact.com,ebooks,ultimate-guide-partnership-marketing-pars-hte-imp-ed-nam-0324,?utm_source=growth-hacks&utm_medium=paid-direct-buy&utm_content=newsletter-2024&utm_campaign=ultimate-guide-partnership-marketing&_bhlid=d03835b298a0dfc44a697dbfdc838a6dec085b4e,
8954,https://impact.com/ebooks/ultimate-guide-partnership-marketing-pars-hte-imp-ed-nam-0324/?utm_source=growth-hacks&utm_medium=paid-direct-buy&utm_content=newsletter-2024&utm_campaign=ultimate-guide-partnership-marketing&_bhlid=68006aad0cf575479dde70ea1455a2a3e5dcfcfc,119.0,"['https:', '', 'impact.com', 'ebooks', 'ultimate-guide-partnership-marketing-pars-hte-imp-ed-nam-0324', '?utm_source=growth-hacks&utm_medium=paid-direct-buy&utm_content=newsletter-2024&utm_campaign=ultimate-guide-partnership-marketing&_bhlid=68006aad0cf575479dde70ea1455a2a3e5dcfcfc']",impact.com,ebooks,ultimate-guide-partnership-marketing-pars-hte-imp-ed-nam-0324,?utm_source=growth-hacks&utm_medium=paid-direct-buy&utm_content=newsletter-2024&utm_campaign=ultimate-guide-partnership-marketing&_bhlid=68006aad0cf575479dde70ea1455a2a3e5dcfcfc,
9007,https://impact.com/de/influencer-marketing/,119.0,"['https:', '', 'impact.com', 'de', 'influencer-marketing', '']",impact.com,de,influencer-marketing,,
9021,https://impact.com/de/affiliate-de/was-ist-ein-affiliate-programm-und-wie-koennen-es-advertiser-nutzen/,119.0,"['https:', '', 'impact.com', 'de', 'affiliate-de', 'was-ist-ein-affiliate-programm-und-wie-koennen-es-advertiser-nutzen', '']",impact.com,de,affiliate-de,was-ist-ein-affiliate-programm-und-wie-koennen-es-advertiser-nutzen,
9046,https://impact.com/ebooks/ultimate-guide-to-influencer-marketing-infl-ebk-imp-ed-nam-0821/?utm_source=facebook&utm_medium=paid-social&utm_campaign=NA-Retargeting-ALL-WebVisitors-LEAD_GENERATION_TYP-TOFU-DemoLP-20240311-WebVisitors+-+Lead+Conv.&utm_content=UltimateGuideInfluencerMarketingLP_TOFU_twomarketerssittingheadline_000000_getthebestroibymastering_image_20240423-fb-Facebook_Right_Column&fbclid=IwY2xjawEdAzlleHRuA2FlbQEwAAEdKBACjJGn-9NE4begXFxnySzZ6KVjOq_l8CzouXez8NIIeS_nzSw9zNUi_aem_xUvWMHCsXZ43eiAP20LOsA,119.0,"['https:', '', 'impact.com', 'ebooks', 'ultimate-guide-to-influencer-marketing-infl-ebk-imp-ed-nam-0821', '?utm_source=facebook&utm_medium=paid-social&utm_campaign=NA-Retargeting-ALL-WebVisitors-LEAD_GENERATION_TYP-TOFU-DemoLP-20240311-WebVisitors+-+Lead+Conv.&utm_content=UltimateGuideInfluencerMarketingLP_TOFU_twomarketerssittingheadline_000000_getthebestroibymastering_image_20240423-fb-Facebook_Right_Column&fbclid=IwY2xjawEdAzlleHRuA2FlbQEwAAEdKBACjJGn-9NE4begXFxnySzZ6KVjOq_l8CzouXez8NIIeS_nzSw9zNUi_aem_xUvWMHCsXZ43eiAP20LOsA']",impact.com,ebooks,ultimate-guide-to-influencer-marketing-infl-ebk-imp-ed-nam-0821,?utm_source=facebook&utm_medium=paid-social&utm_campaign=NA-Retargeting-ALL-WebVisitors-LEAD_GENERATION_TYP-TOFU-DemoLP-20240311-WebVisitors+-+Lead+Conv.&utm_content=UltimateGuideInfluencerMarketingLP_TOFU_twomarketerssittingheadline_000000_getthebestroibymastering_image_20240423-fb-Facebook_Right_Column&fbclid=IwY2xjawEdAzlleHRuA2FlbQEwAAEdKBACjJGn-9NE4begXFxnySzZ6KVjOq_l8CzouXez8NIIeS_nzSw9zNUi_aem_xUvWMHCsXZ43eiAP20LOsA,
9050,https://impact.com/events/money20-20/,119.0,"['https:', '', 'impact.com', 'events', 'money20-20', '']",impact.com,events,money20-20,,
9052,https://impact.com/events/pi-live-europe/,119.0,"['https:', '', 'impact.com', 'events', 'pi-live-europe', '']",impact.com,events,pi-live-europe,,
9135,https://impact.com/events/affiliate-summit-west/,119.0,"['https:', '', 'impact.com', 'events', 'affiliate-summit-west', '']",impact.com,events,affiliate-summit-west,,
9173,https://impact.com/fr/commencer/,119.0,"['https:', '', 'impact.com', 'fr', 'commencer', '']",impact.com,fr,commencer,,
9199,https://impact.com/advocate/?utm_source=marketing-dive&utm_medium=paid-direct-buy&utm_content=eblast-202408&utm_campaign=state-of-referral-marketing-2024,119.0,"['https:', '', 'impact.com', 'advocate', '?utm_source=marketing-dive&utm_medium=paid-direct-buy&utm_content=eblast-202408&utm_campaign=state-of-referral-marketing-2024']",impact.com,advocate,?utm_source=marketing-dive&utm_medium=paid-direct-buy&utm_content=eblast-202408&utm_campaign=state-of-referral-marketing-2024,,
9229,https://impact.com/affiliate/5-key-trends-shaping-retail-shopping-2024/?utm_medium=owned-email-send&utm_source=mkto&utm_campaign=newsletter-20240917-pc&mkt_tok=MjgwLVhRUC05OTQAAAGVn7KBmr0WpSxD6YPEfJCTnNI7xC3i7dNrREheNTyNlfKdtVyKDg6cSv4vYv0PppmjPXjzqyIDvWlzHzwuFWx6MFYSuoKZeT-VBT0FnEOcM__--Q,119.0,"['https:', '', 'impact.com', 'affiliate', '5-key-trends-shaping-retail-shopping-2024', '?utm_medium=owned-email-send&utm_source=mkto&utm_campaign=newsletter-20240917-pc&mkt_tok=MjgwLVhRUC05OTQAAAGVn7KBmr0WpSxD6YPEfJCTnNI7xC3i7dNrREheNTyNlfKdtVyKDg6cSv4vYv0PppmjPXjzqyIDvWlzHzwuFWx6MFYSuoKZeT-VBT0FnEOcM__--Q']",impact.com,affiliate,5-key-trends-shaping-retail-shopping-2024,?utm_medium=owned-email-send&utm_source=mkto&utm_campaign=newsletter-20240917-pc&mkt_tok=MjgwLVhRUC05OTQAAAGVn7KBmr0WpSxD6YPEfJCTnNI7xC3i7dNrREheNTyNlfKdtVyKDg6cSv4vYv0PppmjPXjzqyIDvWlzHzwuFWx6MFYSuoKZeT-VBT0FnEOcM__--Q,
9234,https://impact.com/?irgwc=1&irclickid=1QuSOsQy%3AxyPWVz2qZXHrXHMUkCz3KTHtXyHV80,119.0,"['https:', '', 'impact.com', '?irgwc=1&irclickid=1QuSOsQy%3AxyPWVz2qZXHrXHMUkCz3KTHtXyHV80']",impact.com,?irgwc=1&irclickid=1QuSOsQy%3AxyPWVz2qZXHrXHMUkCz3KTHtXyHV80,,,
9237,https://impact.com/?irgwc=1&clickid=3lUwUt0hWxyKUgrSayWAnT6DUkHS7LwfIXvF0I0,119.0,"['https:', '', 'impact.com', '?irgwc=1&clickid=3lUwUt0hWxyKUgrSayWAnT6DUkHS7LwfIXvF0I0']",impact.com,?irgwc=1&clickid=3lUwUt0hWxyKUgrSayWAnT6DUkHS7LwfIXvF0I0,,,
9239,https://impact.com/?irclickid=WjKSx5RpNxyKU04XKz2CIwXFUkCWZ3Up1RdEQc0&sharedid=https%3A%2F%2Fwww.yieldkit.com%2F&irpid=2334778&utm_source=impact.com&utm_medium=referral&utm_campaign=partner-program&irgwc=1,119.0,"['https:', '', 'impact.com', '?irclickid=WjKSx5RpNxyKU04XKz2CIwXFUkCWZ3Up1RdEQc0&sharedid=https%3A%2F%2Fwww.yieldkit.com%2F&irpid=2334778&utm_source=impact.com&utm_medium=referral&utm_campaign=partner-program&irgwc=1']",impact.com,?irclickid=WjKSx5RpNxyKU04XKz2CIwXFUkCWZ3Up1RdEQc0&sharedid=https%3A%2F%2Fwww.yieldkit.com%2F&irpid=2334778&utm_source=impact.com&utm_medium=referral&utm_campaign=partner-program&irgwc=1,,,
9256,https://impact.com/affiliate/affiliate-marketing-for-bloggers-the-key-to-monetization/,119.0,"['https:', '', 'impact.com', 'affiliate', 'affiliate-marketing-for-bloggers-the-key-to-monetization', '']",impact.com,affiliate,affiliate-marketing-for-bloggers-the-key-to-monetization,,
9259,https://impact.com/?utm_source=community&utm_campaign=thu_global_pubs_reattribution_issue2_23052024&utm_medium=email&utm_content=cta-header&utm_term=reattribution_issue2_brands_list&utm_id=368479,119.0,"['https:', '', 'impact.com', '?utm_source=community&utm_campaign=thu_global_pubs_reattribution_issue2_23052024&utm_medium=email&utm_content=cta-header&utm_term=reattribution_issue2_brands_list&utm_id=368479']",impact.com,?utm_source=community&utm_campaign=thu_global_pubs_reattribution_issue2_23052024&utm_medium=email&utm_content=cta-header&utm_term=reattribution_issue2_brands_list&utm_id=368479,,,
9331,https://impact.com/?utm_source=transactional&utm_campaign=mon_global_publisher_phishing_communication_22042024&utm_medium=email&utm_content=cta-text&utm_term=master_brands_list&utm_id=365551,119.0,"['https:', '', 'impact.com', '?utm_source=transactional&utm_campaign=mon_global_publisher_phishing_communication_22042024&utm_medium=email&utm_content=cta-text&utm_term=master_brands_list&utm_id=365551']",impact.com,?utm_source=transactional&utm_campaign=mon_global_publisher_phishing_communication_22042024&utm_medium=email&utm_content=cta-text&utm_term=master_brands_list&utm_id=365551,,,
9369,https://impact.com/case-studies/bq-case-study-infl-csb-crb-ev-emea-0824/,119.0,"['https:', '', 'impact.com', 'case-studies', 'bq-case-study-infl-csb-crb-ev-emea-0824', '']",impact.com,case-studies,bq-case-study-infl-csb-crb-ev-emea-0824,,
9375,https://impact.com/case-studies/brand-collective-case-study-retl-csb-imp-ev-apac-0724/,119.0,"['https:', '', 'impact.com', 'case-studies', 'brand-collective-case-study-retl-csb-imp-ev-apac-0724', '']",impact.com,case-studies,brand-collective-case-study-retl-csb-imp-ev-apac-0724,,
9380,https://impact.com/case-studies/cozy-earth-case-study-affa-csb-imp-ev-nam-0223/?utm_source=marketing-millenial&utm_medium=paid-direct-buy&utm_content=newsletter-202408&utm_campaign=cozy-earth-case-study&hashed_user=0f2c06aa5d0afc816e8fc6324baf4830&utm_term=The%20Marketing%20Millennials,119.0,"['https:', '', 'impact.com', 'case-studies', 'cozy-earth-case-study-affa-csb-imp-ev-nam-0223', '?utm_source=marketing-millenial&utm_medium=paid-direct-buy&utm_content=newsletter-202408&utm_campaign=cozy-earth-case-study&hashed_user=0f2c06aa5d0afc816e8fc6324baf4830&utm_term=The%20Marketing%20Millennials']",impact.com,case-studies,cozy-earth-case-study-affa-csb-imp-ev-nam-0223,?utm_source=marketing-millenial&utm_medium=paid-direct-buy&utm_content=newsletter-202408&utm_campaign=cozy-earth-case-study&hashed_user=0f2c06aa5d0afc816e8fc6324baf4830&utm_term=The%20Marketing%20Millennials,
9382,https://impact.com/case-studies/cozy-earth-case-study-affa-csb-imp-ev-nam-0223/?utm_source=marketing-millenial&utm_medium=paid-direct-buy&utm_content=newsletter-202408&utm_campaign=cozy-earth-case-study&hashed_user=9712a8c98e5a2a52fd76d9e18f18c506&utm_term=The%20Marketing%20Millennials,119.0,"['https:', '', 'impact.com', 'case-studies', 'cozy-earth-case-study-affa-csb-imp-ev-nam-0223', '?utm_source=marketing-millenial&utm_medium=paid-direct-buy&utm_content=newsletter-202408&utm_campaign=cozy-earth-case-study&hashed_user=9712a8c98e5a2a52fd76d9e18f18c506&utm_term=The%20Marketing%20Millennials']",impact.com,case-studies,cozy-earth-case-study-affa-csb-imp-ev-nam-0223,?utm_source=marketing-millenial&utm_medium=paid-direct-buy&utm_content=newsletter-202408&utm_campaign=cozy-earth-case-study&hashed_user=9712a8c98e5a2a52fd76d9e18f18c506&utm_term=The%20Marketing%20Millennials,
9408,https://impact.com/case-studies/enro-bva-case-study-affa-csp-imp-ev-nam-0322/,119.0,"['https:', '', 'impact.com', 'case-studies', 'enro-bva-case-study-affa-csp-imp-ev-nam-0322', '']",impact.com,case-studies,enro-bva-case-study-affa-csp-imp-ev-nam-0322,,
9414,https://impact.com/case-studies/page/4/,119.0,"['https:', '', 'impact.com', 'case-studies', 'page', '4', '']",impact.com,case-studies,page,4,
9458,https://impact.com/agency-partner-program/directory/driveasale-partners,119.0,"['https:', '', 'impact.com', 'agency-partner-program', 'directory', 'driveasale-partners']",impact.com,agency-partner-program,directory,driveasale-partners,
9520,https://impact.com/careers/?office=4021553002,119.0,"['https:', '', 'impact.com', 'careers', '?office=4021553002']",impact.com,careers,?office=4021553002,,
9546,https://impact.com/partnerships/meet-our-top-pet-focused-influencers/,119.0,"['https:', '', 'impact.com', 'partnerships', 'meet-our-top-pet-focused-influencers', '']",impact.com,partnerships,meet-our-top-pet-focused-influencers,,
9556,https://impact.com/partnerships/marketing-is-hard-meet-modern-day-challenges/?utm_source=marketing-dive&utm_medium=paid-direct-buy&utm_content=eblast-202405&utm_campaign=blog-marketing-is-hard,119.0,"['https:', '', 'impact.com', 'partnerships', 'marketing-is-hard-meet-modern-day-challenges', '?utm_source=marketing-dive&utm_medium=paid-direct-buy&utm_content=eblast-202405&utm_campaign=blog-marketing-is-hard']",impact.com,partnerships,marketing-is-hard-meet-modern-day-challenges,?utm_source=marketing-dive&utm_medium=paid-direct-buy&utm_content=eblast-202405&utm_campaign=blog-marketing-is-hard,
9597,https://impact.com/lp/referral-solution/?utm_term=final_advocate_communication_list&utm_campaign=wed_global_brands_advocate-comms_final_25062024&utm_medium=email&utm_source=transactional&utm_content=advocate,119.0,"['https:', '', 'impact.com', 'lp', 'referral-solution', '?utm_term=final_advocate_communication_list&utm_campaign=wed_global_brands_advocate-comms_final_25062024&utm_medium=email&utm_source=transactional&utm_content=advocate']",impact.com,lp,referral-solution,?utm_term=final_advocate_communication_list&utm_campaign=wed_global_brands_advocate-comms_final_25062024&utm_medium=email&utm_source=transactional&utm_content=advocate,
9603,https://impact.com/lp/webinar-affiliates-influencers-omnichannel-marketing/?utm_source=linkedin&utm_medium=paid-social&utm_campaign=us-retargeting-all-all-website_conv-mofu-events_boostedtl-20240607&utm_content=julywebinarlp_mofu_cristytlpost_20240607,119.0,"['https:', '', 'impact.com', 'lp', 'webinar-affiliates-influencers-omnichannel-marketing', '?utm_source=linkedin&utm_medium=paid-social&utm_campaign=us-retargeting-all-all-website_conv-mofu-events_boostedtl-20240607&utm_content=julywebinarlp_mofu_cristytlpost_20240607']",impact.com,lp,webinar-affiliates-influencers-omnichannel-marketing,?utm_source=linkedin&utm_medium=paid-social&utm_campaign=us-retargeting-all-all-website_conv-mofu-events_boostedtl-20240607&utm_content=julywebinarlp_mofu_cristytlpost_20240607,
9608,https://impact.com/request-a-demo-for-brands/?utm_source=website&utm_medium=organic_web&utm_campaign=plg-main-cta&utm_term=undefined&utm_content=contract-pay,119.0,"['https:', '', 'impact.com', 'request-a-demo-for-brands', '?utm_source=website&utm_medium=organic_web&utm_campaign=plg-main-cta&utm_term=undefined&utm_content=contract-pay']",impact.com,request-a-demo-for-brands,?utm_source=website&utm_medium=organic_web&utm_campaign=plg-main-cta&utm_term=undefined&utm_content=contract-pay,,
9614,https://impact.com/lp/referral-solution/,119.0,"['https:', '', 'impact.com', 'lp', 'referral-solution', '']",impact.com,lp,referral-solution,,
9619,https://impact.com/partnerships/role-of-tag-management/,119.0,"['https:', '', 'impact.com', 'partnerships', 'role-of-tag-management', '']",impact.com,partnerships,role-of-tag-management,,
9622,https://impact.com/shopify-plans/,119.0,"['https:', '', 'impact.com', 'shopify-plans', '']",impact.com,shopify-plans,,,
9627,https://impact.com/research-reports/state-referral-marketing-consumers-refr-rrt-adv-ed-nam-0424/?utm_source=impact-operator&utm_medium=login-page-content&utm_campaign=referral-marketing-consumers-view,119.0,"['https:', '', 'impact.com', 'research-reports', 'state-referral-marketing-consumers-refr-rrt-adv-ed-nam-0424', '?utm_source=impact-operator&utm_medium=login-page-content&utm_campaign=referral-marketing-consumers-view']",impact.com,research-reports,state-referral-marketing-consumers-refr-rrt-adv-ed-nam-0424,?utm_source=impact-operator&utm_medium=login-page-content&utm_campaign=referral-marketing-consumers-view,
9628,https://impact.com/research-reports/state-of-referral-marketing-refr-rrt-adv-ed-nam-1223/,119.0,"['https:', '', 'impact.com', 'research-reports', 'state-of-referral-marketing-refr-rrt-adv-ed-nam-1223', '']",impact.com,research-reports,state-of-referral-marketing-refr-rrt-adv-ed-nam-1223,,
9632,https://impact.com/lp/partnership-titans/,119.0,"['https:', '', 'impact.com', 'lp', 'partnership-titans', '']",impact.com,lp,partnership-titans,,
9638,https://impact.com/lp/impact-com-happy-hour-santa-barbara/,119.0,"['https:', '', 'impact.com', 'lp', 'impact-com-happy-hour-santa-barbara', '']",impact.com,lp,impact-com-happy-hour-santa-barbara,,
9651,https://impact.com/integrated-platform-prices/?utm_source=website&utm_medium=organic_web&utm_content=discover-recruit&utm_campaign=plg-main-cta,119.0,"['https:', '', 'impact.com', 'integrated-platform-prices', '?utm_source=website&utm_medium=organic_web&utm_content=discover-recruit&utm_campaign=plg-main-cta']",impact.com,integrated-platform-prices,?utm_source=website&utm_medium=organic_web&utm_content=discover-recruit&utm_campaign=plg-main-cta,,
9667,https://impact.com/infographics/b2b-affiliate-based-partnerships-that-drive-revenue-0624/,119.0,"['https:', '', 'impact.com', 'infographics', 'b2b-affiliate-based-partnerships-that-drive-revenue-0624', '']",impact.com,infographics,b2b-affiliate-based-partnerships-that-drive-revenue-0624,,
9684,https://impact.com/insights-search/?ft%5B0%5D=post&ti%5B0%5D=92,119.0,"['https:', '', 'impact.com', 'insights-search', '?ft%5B0%5D=post&ti%5B0%5D=92']",impact.com,insights-search,?ft%5B0%5D=post&ti%5B0%5D=92,,
9689,https://impact.com/lp/convergence-whitepaper/?utm_source=growth-hacks&utm_medium=paid-direct-buy&utm_content=sponsorship-2024&utm_campaign=convergence-whitepaper&_bhlid=c70a50bb9b36e96dd934f6bfd2d05a3566168ab3,119.0,"['https:', '', 'impact.com', 'lp', 'convergence-whitepaper', '?utm_source=growth-hacks&utm_medium=paid-direct-buy&utm_content=sponsorship-2024&utm_campaign=convergence-whitepaper&_bhlid=c70a50bb9b36e96dd934f6bfd2d05a3566168ab3']",impact.com,lp,convergence-whitepaper,?utm_source=growth-hacks&utm_medium=paid-direct-buy&utm_content=sponsorship-2024&utm_campaign=convergence-whitepaper&_bhlid=c70a50bb9b36e96dd934f6bfd2d05a3566168ab3,
9691,https://impact.com/lp/convergence-whitepaper/?utm_source=impact-operator&utm_medium=login-page-content&utm_campaign=convergence-whitepaper,119.0,"['https:', '', 'impact.com', 'lp', 'convergence-whitepaper', '?utm_source=impact-operator&utm_medium=login-page-content&utm_campaign=convergence-whitepaper']",impact.com,lp,convergence-whitepaper,?utm_source=impact-operator&utm_medium=login-page-content&utm_campaign=convergence-whitepaper,
