Day,Week,Account name,Customer ID,Currency code,Cost,Clicks,Impr.
2016-07-15,2016-07-11,Impact Radius,278-804-3504,USD,90.03,20,"2,439"
2016-07-15,2016-07-11,SaaSquatch,440-735-6734,CAD,15.36,4,"3,651"
2016-07-16,2016-07-11,Impact Radius,278-804-3504,USD,64.82,18,"1,482"
2016-07-16,2016-07-11,SaaSquatch,440-735-6734,CAD,12.90,6,"3,602"
2016-07-17,2016-07-11,Impact Radius,278-804-3504,USD,51.09,15,"1,605"
2016-07-17,2016-07-11,SaaSquatch,440-735-6734,CAD,6.14,5,"3,582"
2016-07-18,2016-07-18,Impact Radius,278-804-3504,USD,161.52,36,"3,088"
2016-07-18,2016-07-18,SaaSquatch,440-735-6734,CAD,12.09,7,"4,168"
2016-07-19,2016-07-18,Impact Radius,278-804-3504,USD,123.35,27,"3,215"
2016-07-19,2016-07-18,SaaSquatch,440-735-6734,CAD,23.46,5,"3,835"
2016-07-20,2016-07-18,Impact Radius,278-804-3504,USD,119.04,33,"3,324"
2016-07-20,2016-07-18,SaaSquatch,440-735-6734,CAD,13.89,2,"3,712"
2016-07-21,2016-07-18,Impact Radius,278-804-3504,USD,143.55,32,"3,063"
2016-07-21,2016-07-18,SaaSquatch,440-735-6734,CAD,6.42,1,"3,532"
2016-07-22,2016-07-18,Impact Radius,278-804-3504,USD,149.97,29,"2,806"
2016-07-22,2016-07-18,SaaSquatch,440-735-6734,CAD,5.87,4,"3,577"
2016-07-23,2016-07-18,Impact Radius,278-804-3504,USD,62.97,19,"1,485"
2016-07-23,2016-07-18,SaaSquatch,440-735-6734,CAD,11.64,4,"3,361"
2016-07-24,2016-07-18,Impact Radius,278-804-3504,USD,40.89,14,"1,570"
2016-07-24,2016-07-18,SaaSquatch,440-735-6734,CAD,10.02,6,"3,367"
2016-07-25,2016-07-25,Impact Radius,278-804-3504,USD,222.87,170,"13,358"
2016-07-25,2016-07-25,SaaSquatch,440-735-6734,CAD,6.09,3,"3,773"
2016-07-26,2016-07-25,Impact Radius,278-804-3504,USD,300.31,189,"11,807"
2016-07-26,2016-07-25,SaaSquatch,440-735-6734,CAD,14.78,3,"3,690"
2016-07-27,2016-07-25,Impact Radius,278-804-3504,USD,176.14,65,"7,389"
2016-07-27,2016-07-25,SaaSquatch,440-735-6734,CAD,26.29,5,"3,431"
2016-07-28,2016-07-25,Impact Radius,278-804-3504,USD,159.55,53,"6,006"
2016-07-28,2016-07-25,SaaSquatch,440-735-6734,CAD,5.96,0,"3,401"
2016-07-29,2016-07-25,Impact Radius,278-804-3504,USD,109.50,68,"10,049"
2016-07-29,2016-07-25,SaaSquatch,440-735-6734,CAD,5.83,3,"3,536"
2016-07-30,2016-07-25,Impact Radius,278-804-3504,USD,114.89,120,"9,161"
2016-07-30,2016-07-25,SaaSquatch,440-735-6734,CAD,22.64,4,"3,318"
2016-07-31,2016-07-25,Impact Radius,278-804-3504,USD,124.51,108,"17,878"
2016-07-31,2016-07-25,SaaSquatch,440-735-6734,CAD,5.22,4,"3,386"
2016-08-01,2016-08-01,Impact Radius,278-804-3504,USD,167.92,119,"44,275"
2016-08-01,2016-08-01,SaaSquatch,440-735-6734,CAD,5.85,0,"3,811"
2016-08-02,2016-08-01,Impact Radius,278-804-3504,USD,244.18,155,"55,764"
2016-08-02,2016-08-01,SaaSquatch,440-735-6734,CAD,14.76,3,"3,766"
2016-08-03,2016-08-01,Impact Radius,278-804-3504,USD,211.39,185,"144,271"
2016-08-03,2016-08-01,SaaSquatch,440-735-6734,CAD,5.58,3,"3,500"
2016-08-04,2016-08-01,Impact Radius,278-804-3504,USD,134.21,174,"175,126"
2016-08-04,2016-08-01,SaaSquatch,440-735-6734,CAD,12.28,5,"3,436"
2016-08-05,2016-08-01,Impact Radius,278-804-3504,USD,169.91,159,"28,483"
2016-08-05,2016-08-01,SaaSquatch,440-735-6734,CAD,5.62,2,"3,296"
2016-08-06,2016-08-01,Impact Radius,278-804-3504,USD,93.54,156,"16,133"
2016-08-06,2016-08-01,SaaSquatch,440-735-6734,CAD,8.21,1,"3,277"
2016-08-07,2016-08-01,Impact Radius,278-804-3504,USD,86.33,135,"13,919"
2016-08-07,2016-08-01,SaaSquatch,440-735-6734,CAD,5.46,1,"2,995"
2016-08-08,2016-08-08,Impact Radius,278-804-3504,USD,268.81,185,"16,739"
2016-08-08,2016-08-08,SaaSquatch,440-735-6734,CAD,13.95,2,"3,575"
2016-08-09,2016-08-08,Impact Radius,278-804-3504,USD,161.83,165,"17,395"
2016-08-09,2016-08-08,SaaSquatch,440-735-6734,CAD,15.46,7,"3,759"
2016-08-10,2016-08-08,Impact Radius,278-804-3504,USD,206.68,151,"20,417"
2016-08-10,2016-08-08,SaaSquatch,440-735-6734,CAD,5.85,3,"3,646"
2016-08-11,2016-08-08,Impact Radius,278-804-3504,USD,210.06,168,"22,396"
2016-08-11,2016-08-08,SaaSquatch,440-735-6734,CAD,16.49,2,"3,675"
2016-08-12,2016-08-08,Impact Radius,278-804-3504,USD,176.19,160,"29,333"
2016-08-12,2016-08-08,SaaSquatch,440-735-6734,CAD,11.16,6,"3,614"
2016-08-13,2016-08-08,Impact Radius,278-804-3504,USD,87.07,159,"30,371"
2016-08-13,2016-08-08,SaaSquatch,440-735-6734,CAD,16.54,4,"3,365"
2016-08-14,2016-08-08,Impact Radius,278-804-3504,USD,95.29,160,"20,648"
2016-08-14,2016-08-08,SaaSquatch,440-735-6734,CAD,6.00,4,"3,408"
2016-08-15,2016-08-15,Impact Radius,278-804-3504,USD,196.19,237,"35,889"
2016-08-15,2016-08-15,SaaSquatch,440-735-6734,CAD,6.39,1,"3,574"
2016-08-16,2016-08-15,Impact Radius,278-804-3504,USD,263.13,229,"27,702"
2016-08-16,2016-08-15,SaaSquatch,440-735-6734,CAD,21.81,4,"3,475"
2016-08-17,2016-08-15,Impact Radius,278-804-3504,USD,203.70,231,"36,434"
2016-08-17,2016-08-15,SaaSquatch,440-735-6734,CAD,12.90,3,"2,849"
2016-08-18,2016-08-15,Impact Radius,278-804-3504,USD,314.32,242,"46,914"
2016-08-18,2016-08-15,SaaSquatch,440-735-6734,CAD,14.01,3,"2,805"
2016-08-19,2016-08-15,Impact Radius,278-804-3504,USD,181.27,309,"42,203"
2016-08-19,2016-08-15,SaaSquatch,440-735-6734,CAD,12.13,3,"2,572"
2016-08-20,2016-08-15,Impact Radius,278-804-3504,USD,148.24,337,"37,313"
2016-08-20,2016-08-15,SaaSquatch,440-735-6734,CAD,4.93,0,"2,772"
2016-08-21,2016-08-15,Impact Radius,278-804-3504,USD,124.54,314,"40,862"
2016-08-21,2016-08-15,SaaSquatch,440-735-6734,CAD,12.12,2,"3,084"
2016-08-22,2016-08-22,Impact Radius,278-804-3504,USD,236.82,373,"37,921"
2016-08-22,2016-08-22,SaaSquatch,440-735-6734,CAD,25.29,4,"3,662"
2016-08-23,2016-08-22,Impact Radius,278-804-3504,USD,271.45,377,"54,274"
2016-08-23,2016-08-22,SaaSquatch,440-735-6734,CAD,20.90,4,"3,536"
2016-08-24,2016-08-22,Impact Radius,278-804-3504,USD,276.74,357,"36,388"
2016-08-24,2016-08-22,SaaSquatch,440-735-6734,CAD,13.85,7,"3,315"
2016-08-25,2016-08-22,Impact Radius,278-804-3504,USD,249.05,333,"39,820"
2016-08-25,2016-08-22,SaaSquatch,440-735-6734,CAD,4.76,1,"2,096"
2016-08-26,2016-08-22,Impact Radius,278-804-3504,USD,244.40,288,"35,909"
2016-08-26,2016-08-22,SaaSquatch,440-735-6734,CAD,5.59,0,"2,271"
2016-08-27,2016-08-22,Impact Radius,278-804-3504,USD,124.39,259,"26,831"
2016-08-27,2016-08-22,SaaSquatch,440-735-6734,CAD,5.28,2,"2,515"
2016-08-28,2016-08-22,Impact Radius,278-804-3504,USD,155.87,309,"27,309"
2016-08-28,2016-08-22,SaaSquatch,440-735-6734,CAD,29.06,4,"2,421"
2016-08-29,2016-08-29,Impact Radius,278-804-3504,USD,242.26,301,"26,023"
2016-08-29,2016-08-29,SaaSquatch,440-735-6734,CAD,5.37,4,"2,329"
2016-08-30,2016-08-29,Impact Radius,278-804-3504,USD,208.99,285,"27,773"
2016-08-30,2016-08-29,SaaSquatch,440-735-6734,CAD,5.24,1,"2,419"
2016-08-31,2016-08-29,Impact Radius,278-804-3504,USD,186.79,268,"30,397"
2016-08-31,2016-08-29,SaaSquatch,440-735-6734,CAD,31.36,6,"2,339"
2016-09-01,2016-08-29,Impact Radius,278-804-3504,USD,255.98,311,"33,060"
2016-09-01,2016-08-29,SaaSquatch,440-735-6734,CAD,21.84,4,"2,853"
2016-09-02,2016-08-29,Impact Radius,278-804-3504,USD,212.15,295,"25,287"
2016-09-02,2016-08-29,SaaSquatch,440-735-6734,CAD,5.77,2,"2,700"
2016-09-03,2016-08-29,Impact Radius,278-804-3504,USD,146.12,274,"25,370"
2016-09-03,2016-08-29,SaaSquatch,440-735-6734,CAD,8.27,1,"2,825"
2016-09-04,2016-08-29,Impact Radius,278-804-3504,USD,145.89,293,"23,747"
2016-09-04,2016-08-29,SaaSquatch,440-735-6734,CAD,11.76,3,"2,618"
2016-09-05,2016-09-05,Impact Radius,278-804-3504,USD,216.55,322,"29,186"
2016-09-05,2016-09-05,SaaSquatch,440-735-6734,CAD,22.54,6,"2,516"
2016-09-06,2016-09-05,Impact Radius,278-804-3504,USD,181.31,342,"28,830"
2016-09-06,2016-09-05,SaaSquatch,440-735-6734,CAD,15.67,8,"2,920"
2016-09-07,2016-09-05,Impact Radius,278-804-3504,USD,236.45,350,"28,158"
2016-09-07,2016-09-05,SaaSquatch,440-735-6734,CAD,23.83,4,"2,750"
2016-09-08,2016-09-05,Impact Radius,278-804-3504,USD,242.27,358,"27,449"
2016-09-08,2016-09-05,SaaSquatch,440-735-6734,CAD,12.67,2,"2,711"
2016-09-09,2016-09-05,Impact Radius,278-804-3504,USD,197.24,298,"27,736"
2016-09-09,2016-09-05,SaaSquatch,440-735-6734,CAD,10.11,2,"2,575"
2016-09-10,2016-09-05,Impact Radius,278-804-3504,USD,125.05,270,"21,385"
2016-09-10,2016-09-05,SaaSquatch,440-735-6734,CAD,12.90,1,"2,658"
2016-09-11,2016-09-05,Impact Radius,278-804-3504,USD,142.07,316,"27,061"
2016-09-11,2016-09-05,SaaSquatch,440-735-6734,CAD,5.45,2,"2,567"
2016-09-12,2016-09-12,Impact Radius,278-804-3504,USD,221.49,322,"37,796"
2016-09-12,2016-09-12,SaaSquatch,440-735-6734,CAD,6.18,0,"2,821"
2016-09-13,2016-09-12,Impact Radius,278-804-3504,USD,250.09,301,"32,849"
2016-09-13,2016-09-12,SaaSquatch,440-735-6734,CAD,5.50,4,"2,730"
2016-09-14,2016-09-12,Impact Radius,278-804-3504,USD,265.05,287,"33,678"
2016-09-14,2016-09-12,SaaSquatch,440-735-6734,CAD,11.21,3,"2,691"
2016-09-15,2016-09-12,Impact Radius,278-804-3504,USD,267.24,270,"30,210"
2016-09-15,2016-09-12,SaaSquatch,440-735-6734,CAD,14.33,3,"2,525"
2016-09-16,2016-09-12,Impact Radius,278-804-3504,USD,221.71,221,"39,052"
2016-09-16,2016-09-12,SaaSquatch,440-735-6734,CAD,11.15,4,"2,265"
2016-09-17,2016-09-12,Impact Radius,278-804-3504,USD,115.46,215,"32,347"
2016-09-17,2016-09-12,SaaSquatch,440-735-6734,CAD,8.97,3,"2,423"
2016-09-18,2016-09-12,Impact Radius,278-804-3504,USD,132.54,211,"33,834"
2016-09-18,2016-09-12,SaaSquatch,440-735-6734,CAD,5.45,1,"2,402"
2016-09-19,2016-09-19,Impact Radius,278-804-3504,USD,241.48,224,"40,357"
2016-09-19,2016-09-19,SaaSquatch,440-735-6734,CAD,61.22,32,"32,847"
2016-09-20,2016-09-19,Impact Radius,278-804-3504,USD,260.68,233,"36,043"
2016-09-20,2016-09-19,SaaSquatch,440-735-6734,CAD,51.01,10,"19,471"
2016-09-21,2016-09-19,Impact Radius,278-804-3504,USD,99.89,82,"10,747"
2016-09-21,2016-09-19,SaaSquatch,440-735-6734,CAD,51.90,7,"18,335"
2016-09-22,2016-09-19,Impact Radius,278-804-3504,USD,242.32,75,"6,253"
2016-09-22,2016-09-19,SaaSquatch,440-735-6734,CAD,51.26,11,"19,585"
2016-09-23,2016-09-19,Impact Radius,278-804-3504,USD,263.32,88,"8,354"
2016-09-23,2016-09-19,SaaSquatch,440-735-6734,CAD,71.59,11,"19,018"
2016-09-24,2016-09-19,Impact Radius,278-804-3504,USD,232.95,75,"8,179"
2016-09-24,2016-09-19,SaaSquatch,440-735-6734,CAD,47.27,14,"18,480"
2016-09-25,2016-09-19,Impact Radius,278-804-3504,USD,88.32,7,666
2016-09-25,2016-09-19,SaaSquatch,440-735-6734,CAD,48.55,13,"18,254"
2016-09-26,2016-09-26,Impact Radius,278-804-3504,USD,706.07,56,"4,600"
2016-09-26,2016-09-26,SaaSquatch,440-735-6734,CAD,57.22,19,"19,595"
2016-09-27,2016-09-26,Impact Radius,278-804-3504,USD,578.22,62,"4,975"
2016-09-27,2016-09-26,SaaSquatch,440-735-6734,CAD,53.70,10,"18,650"
2016-09-28,2016-09-26,Impact Radius,278-804-3504,USD,558.08,60,"6,603"
2016-09-28,2016-09-26,SaaSquatch,440-735-6734,CAD,316.75,114,"90,981"
2016-09-29,2016-09-26,Impact Radius,278-804-3504,USD,612.66,60,"5,722"
2016-09-29,2016-09-26,SaaSquatch,440-735-6734,CAD,829.11,276,"297,158"
2016-09-30,2016-09-26,Impact Radius,278-804-3504,USD,489.34,52,"5,982"
2016-09-30,2016-09-26,SaaSquatch,440-735-6734,CAD,1270.46,459,"591,740"
2016-10-01,2016-09-26,Impact Radius,278-804-3504,USD,505.51,50,"4,688"
2016-10-02,2016-09-26,Impact Radius,278-804-3504,USD,415.28,50,"4,787"
2016-10-03,2016-10-03,Impact Radius,278-804-3504,USD,466.35,43,"7,735"
2016-10-03,2016-10-03,SaaSquatch,440-735-6734,CAD,167.97,37,"59,772"
2016-10-04,2016-10-03,Impact Radius,278-804-3504,USD,441.81,49,"3,976"
2016-10-04,2016-10-03,SaaSquatch,440-735-6734,CAD,81.86,18,"15,999"
2016-10-05,2016-10-03,Impact Radius,278-804-3504,USD,804.19,77,"8,263"
2016-10-05,2016-10-03,SaaSquatch,440-735-6734,CAD,72.47,17,"19,417"
2016-10-06,2016-10-03,Impact Radius,278-804-3504,USD,1072.77,94,"9,350"
2016-10-06,2016-10-03,SaaSquatch,440-735-6734,CAD,49.30,16,"18,627"
2016-10-07,2016-10-03,Impact Radius,278-804-3504,USD,652.79,63,"7,648"
2016-10-07,2016-10-03,SaaSquatch,440-735-6734,CAD,51.93,17,"18,624"
2016-10-08,2016-10-03,Impact Radius,278-804-3504,USD,404.40,49,"4,281"
2016-10-09,2016-10-03,Impact Radius,278-804-3504,USD,563.24,62,"5,957"
2016-10-10,2016-10-10,Impact Radius,278-804-3504,USD,1084.03,106,"8,926"
2016-10-10,2016-10-10,SaaSquatch,440-735-6734,CAD,55.36,13,"17,499"
2016-10-11,2016-10-10,Impact Radius,278-804-3504,USD,1088.56,109,"10,781"
2016-10-11,2016-10-10,SaaSquatch,440-735-6734,CAD,73.00,26,"20,537"
2016-10-12,2016-10-10,Impact Radius,278-804-3504,USD,1104.85,97,"9,792"
2016-10-12,2016-10-10,SaaSquatch,440-735-6734,CAD,50.37,15,"20,906"
2016-10-13,2016-10-10,Impact Radius,278-804-3504,USD,945.38,89,"10,121"
2016-10-13,2016-10-10,SaaSquatch,440-735-6734,CAD,54.06,16,"23,399"
2016-10-14,2016-10-10,Impact Radius,278-804-3504,USD,704.57,67,"6,929"
2016-10-14,2016-10-10,SaaSquatch,440-735-6734,CAD,52.26,39,"43,456"
2016-10-15,2016-10-10,Impact Radius,278-804-3504,USD,303.48,36,"2,927"
2016-10-16,2016-10-10,Impact Radius,278-804-3504,USD,394.84,50,"3,463"
2016-10-17,2016-10-17,Impact Radius,278-804-3504,USD,685.76,77,"7,150"
2016-10-17,2016-10-17,SaaSquatch,440-735-6734,CAD,49.82,28,"26,708"
2016-10-18,2016-10-17,Impact Radius,278-804-3504,USD,948.17,91,"7,789"
2016-10-18,2016-10-17,SaaSquatch,440-735-6734,CAD,66.61,29,"29,357"
2016-10-19,2016-10-17,Impact Radius,278-804-3504,USD,360.95,45,"4,044"
2016-10-19,2016-10-17,SaaSquatch,440-735-6734,CAD,60.80,43,"23,344"
2016-10-20,2016-10-17,Impact Radius,278-804-3504,USD,259.31,31,"2,925"
2016-10-20,2016-10-17,SaaSquatch,440-735-6734,CAD,39.94,30,"19,907"
2016-10-21,2016-10-17,Impact Radius,278-804-3504,USD,337.11,52,"2,790"
2016-10-21,2016-10-17,SaaSquatch,440-735-6734,CAD,47.74,33,"22,695"
2016-10-22,2016-10-17,Impact Radius,278-804-3504,USD,109.72,23,964
2016-10-23,2016-10-17,Impact Radius,278-804-3504,USD,148.52,21,"1,286"
2016-10-24,2016-10-24,Impact Radius,278-804-3504,USD,407.56,65,"3,593"
2016-10-24,2016-10-24,SaaSquatch,440-735-6734,CAD,61.47,29,"26,844"
2016-10-25,2016-10-24,Impact Radius,278-804-3504,USD,237.71,38,"3,497"
2016-10-25,2016-10-24,SaaSquatch,440-735-6734,CAD,132.71,32,"26,650"
2016-10-26,2016-10-24,Impact Radius,278-804-3504,USD,364.01,38,"3,136"
2016-10-26,2016-10-24,SaaSquatch,440-735-6734,CAD,76.35,29,"14,895"
2016-10-27,2016-10-24,Impact Radius,278-804-3504,USD,210.76,22,"2,890"
2016-10-27,2016-10-24,SaaSquatch,440-735-6734,CAD,104.09,53,"6,132"
2016-10-28,2016-10-24,Impact Radius,278-804-3504,USD,249.66,26,"2,032"
2016-10-28,2016-10-24,SaaSquatch,440-735-6734,CAD,139.21,35,"4,584"
2016-10-29,2016-10-24,Impact Radius,278-804-3504,USD,59.96,7,749
2016-10-30,2016-10-24,Impact Radius,278-804-3504,USD,35.30,6,"1,044"
2016-10-31,2016-10-31,Impact Radius,278-804-3504,USD,175.52,21,"2,511"
2016-10-31,2016-10-31,SaaSquatch,440-735-6734,CAD,119.84,31,"2,729"
2016-11-01,2016-10-31,Impact Radius,278-804-3504,USD,279.06,28,"3,088"
2016-11-01,2016-10-31,SaaSquatch,440-735-6734,CAD,65.31,8,"1,361"
2016-11-02,2016-10-31,Impact Radius,278-804-3504,USD,292.08,30,"3,026"
2016-11-02,2016-10-31,SaaSquatch,440-735-6734,CAD,29.00,12,"1,979"
2016-11-03,2016-10-31,Impact Radius,278-804-3504,USD,292.72,32,"3,154"
2016-11-03,2016-10-31,SaaSquatch,440-735-6734,CAD,61.67,25,"2,431"
2016-11-04,2016-10-31,Impact Radius,278-804-3504,USD,189.64,26,"2,378"
2016-11-04,2016-10-31,SaaSquatch,440-735-6734,CAD,17.49,15,"3,380"
2016-11-05,2016-10-31,Impact Radius,278-804-3504,USD,109.49,14,893
2016-11-06,2016-10-31,Impact Radius,278-804-3504,USD,139.37,15,"1,571"
2016-11-07,2016-11-07,Impact Radius,278-804-3504,USD,283.18,29,"3,203"
2016-11-07,2016-11-07,SaaSquatch,440-735-6734,CAD,50.63,30,"6,745"
2016-11-08,2016-11-07,Impact Radius,278-804-3504,USD,239.28,25,"2,993"
2016-11-08,2016-11-07,SaaSquatch,440-735-6734,CAD,71.33,35,"7,905"
2016-11-09,2016-11-07,Impact Radius,278-804-3504,USD,198.94,24,"2,859"
2016-11-09,2016-11-07,SaaSquatch,440-735-6734,CAD,30.81,27,"6,075"
2016-11-10,2016-11-07,Impact Radius,278-804-3504,USD,338.03,34,"3,333"
2016-11-10,2016-11-07,SaaSquatch,440-735-6734,CAD,46.22,30,"6,733"
2016-11-11,2016-11-07,Impact Radius,278-804-3504,USD,197.95,22,"2,405"
2016-11-11,2016-11-07,SaaSquatch,440-735-6734,CAD,31.48,22,"4,651"
2016-11-12,2016-11-07,Impact Radius,278-804-3504,USD,68.48,10,"1,002"
2016-11-13,2016-11-07,Impact Radius,278-804-3504,USD,197.52,22,"1,453"
2016-11-14,2016-11-14,Impact Radius,278-804-3504,USD,272.49,28,"3,457"
2016-11-14,2016-11-14,SaaSquatch,440-735-6734,CAD,67.17,30,"5,785"
2016-11-15,2016-11-14,Impact Radius,278-804-3504,USD,363.52,37,"3,701"
2016-11-15,2016-11-14,SaaSquatch,440-735-6734,CAD,67.61,31,"5,524"
2016-11-16,2016-11-14,Impact Radius,278-804-3504,USD,404.78,37,"3,929"
2016-11-16,2016-11-14,SaaSquatch,440-735-6734,CAD,48.60,20,"4,228"
2016-11-17,2016-11-14,Impact Radius,278-804-3504,USD,362.75,35,"3,725"
2016-11-17,2016-11-14,SaaSquatch,440-735-6734,CAD,60.81,16,"4,031"
2016-11-18,2016-11-14,Impact Radius,278-804-3504,USD,211.32,21,"2,741"
2016-11-18,2016-11-14,SaaSquatch,440-735-6734,CAD,70.60,38,"6,731"
2016-11-19,2016-11-14,Impact Radius,278-804-3504,USD,148.26,16,994
2016-11-20,2016-11-14,Impact Radius,278-804-3504,USD,99.66,16,"1,425"
2016-11-21,2016-11-21,Impact Radius,278-804-3504,USD,305.35,28,"3,169"
2016-11-21,2016-11-21,SaaSquatch,440-735-6734,CAD,57.09,21,"3,331"
2016-11-22,2016-11-21,Impact Radius,278-804-3504,USD,203.02,24,"2,851"
2016-11-22,2016-11-21,SaaSquatch,440-735-6734,CAD,60.00,17,"2,361"
2016-11-23,2016-11-21,Impact Radius,278-804-3504,USD,94.31,12,"1,931"
2016-11-23,2016-11-21,SaaSquatch,440-735-6734,CAD,16.81,7,"3,607"
2016-11-24,2016-11-21,Impact Radius,278-804-3504,USD,99.14,11,756
2016-11-24,2016-11-21,SaaSquatch,440-735-6734,CAD,23.49,15,"7,116"
2016-11-25,2016-11-21,Impact Radius,278-804-3504,USD,126.24,14,"1,139"
2016-11-25,2016-11-21,SaaSquatch,440-735-6734,CAD,35.15,18,"6,129"
2016-11-26,2016-11-21,Impact Radius,278-804-3504,USD,107.75,13,"1,033"
2016-11-27,2016-11-21,Impact Radius,278-804-3504,USD,237.99,20,"1,382"
2016-11-28,2016-11-28,Impact Radius,278-804-3504,USD,361.05,38,"3,499"
2016-11-28,2016-11-28,SaaSquatch,440-735-6734,CAD,77.51,82,"10,383"
2016-11-29,2016-11-28,Impact Radius,278-804-3504,USD,413.33,45,"4,067"
2016-11-29,2016-11-28,SaaSquatch,440-735-6734,CAD,56.09,31,"7,540"
2016-11-30,2016-11-28,Impact Radius,278-804-3504,USD,450.51,49,"4,157"
2016-11-30,2016-11-28,SaaSquatch,440-735-6734,CAD,50.29,67,"13,975"
2016-12-01,2016-11-28,Impact Radius,278-804-3504,USD,406.80,43,"3,744"
2016-12-01,2016-11-28,SaaSquatch,440-735-6734,CAD,48.44,72,"19,935"
2016-12-02,2016-11-28,Impact Radius,278-804-3504,USD,203.98,23,"2,897"
2016-12-02,2016-11-28,SaaSquatch,440-735-6734,CAD,56.01,63,"12,285"
2016-12-03,2016-11-28,Impact Radius,278-804-3504,USD,145.19,14,"1,120"
2016-12-04,2016-11-28,Impact Radius,278-804-3504,USD,238.77,27,"1,658"
2016-12-05,2016-12-05,Impact Radius,278-804-3504,USD,424.04,42,"3,996"
2016-12-05,2016-12-05,SaaSquatch,440-735-6734,CAD,70.16,56,"10,695"
2016-12-06,2016-12-05,Impact Radius,278-804-3504,USD,391.11,39,"3,717"
2016-12-06,2016-12-05,SaaSquatch,440-735-6734,CAD,72.61,54,"9,354"
2016-12-07,2016-12-05,Impact Radius,278-804-3504,USD,462.75,46,"3,683"
2016-12-07,2016-12-05,SaaSquatch,440-735-6734,CAD,75.59,60,"10,920"
2016-12-08,2016-12-05,Impact Radius,278-804-3504,USD,491.69,50,"3,743"
2016-12-08,2016-12-05,SaaSquatch,440-735-6734,CAD,70.78,71,"6,354"
2016-12-09,2016-12-05,Impact Radius,278-804-3504,USD,358.28,35,"2,885"
2016-12-09,2016-12-05,SaaSquatch,440-735-6734,CAD,58.62,61,"12,708"
2016-12-10,2016-12-05,Impact Radius,278-804-3504,USD,167.54,20,"1,301"
2016-12-11,2016-12-05,Impact Radius,278-804-3504,USD,182.30,18,"1,608"
2016-12-12,2016-12-12,Impact Radius,278-804-3504,USD,267.39,29,"3,505"
2016-12-12,2016-12-12,SaaSquatch,440-735-6734,CAD,30.77,30,"5,771"
2016-12-13,2016-12-12,Impact Radius,278-804-3504,USD,389.92,35,"3,488"
2016-12-13,2016-12-12,SaaSquatch,440-735-6734,CAD,24.87,21,"3,202"
2016-12-14,2016-12-12,Impact Radius,278-804-3504,USD,310.76,35,"3,322"
2016-12-14,2016-12-12,SaaSquatch,440-735-6734,CAD,56.55,37,"5,078"
2016-12-15,2016-12-12,Impact Radius,278-804-3504,USD,289.51,32,"3,330"
2016-12-15,2016-12-12,SaaSquatch,440-735-6734,CAD,30.39,29,"5,542"
2016-12-16,2016-12-12,Impact Radius,278-804-3504,USD,272.73,27,"2,272"
2016-12-16,2016-12-12,SaaSquatch,440-735-6734,CAD,33.16,21,"4,238"
2016-12-17,2016-12-12,Impact Radius,278-804-3504,USD,87.26,7,990
2016-12-18,2016-12-12,Impact Radius,278-804-3504,USD,106.94,10,"1,018"
2016-12-19,2016-12-19,Impact Radius,278-804-3504,USD,239.31,24,"2,556"
2016-12-19,2016-12-19,SaaSquatch,440-735-6734,CAD,31.93,29,"4,876"
2016-12-20,2016-12-19,Impact Radius,278-804-3504,USD,221.04,23,"2,565"
2016-12-20,2016-12-19,SaaSquatch,440-735-6734,CAD,24.45,25,"6,377"
2016-12-21,2016-12-19,Impact Radius,278-804-3504,USD,247.06,28,"2,526"
2016-12-21,2016-12-19,SaaSquatch,440-735-6734,CAD,26.21,22,"6,060"
2016-12-22,2016-12-19,Impact Radius,278-804-3504,USD,176.24,24,"2,156"
2016-12-22,2016-12-19,SaaSquatch,440-735-6734,CAD,31.95,27,"6,185"
2016-12-23,2016-12-19,Impact Radius,278-804-3504,USD,91.35,13,"1,356"
2016-12-23,2016-12-19,SaaSquatch,440-735-6734,CAD,27.52,56,"13,560"
2016-12-24,2016-12-19,Impact Radius,278-804-3504,USD,57.11,10,638
2016-12-25,2016-12-19,Impact Radius,278-804-3504,USD,82.00,11,575
2016-12-26,2016-12-26,Impact Radius,278-804-3504,USD,128.31,14,"1,082"
2016-12-27,2016-12-26,Impact Radius,278-804-3504,USD,167.13,22,"1,990"
2016-12-28,2016-12-26,Impact Radius,278-804-3504,USD,251.02,29,"2,106"
2016-12-29,2016-12-26,Impact Radius,278-804-3504,USD,109.64,15,"1,918"
2016-12-29,2016-12-26,SaaSquatch,440-735-6734,CAD,138.56,377,"35,948"
2016-12-30,2016-12-26,Impact Radius,278-804-3504,USD,215.59,26,"1,423"
2016-12-30,2016-12-26,SaaSquatch,440-735-6734,CAD,48.83,99,"20,070"
2016-12-31,2016-12-26,Impact Radius,278-804-3504,USD,69.19,6,709
2017-01-01,2016-12-26,Impact Radius,278-804-3504,USD,74.70,10,920
2017-01-02,2017-01-02,Impact Radius,278-804-3504,USD,206.87,20,"1,644"
2017-01-02,2017-01-02,SaaSquatch,440-735-6734,CAD,73.99,138,"42,915"
2017-01-03,2017-01-02,Impact Radius,278-804-3504,USD,356.70,41,"3,487"
2017-01-03,2017-01-02,SaaSquatch,440-735-6734,CAD,52.66,133,"41,473"
2017-01-04,2017-01-02,Impact Radius,278-804-3504,USD,320.12,37,"4,049"
2017-01-04,2017-01-02,SaaSquatch,440-735-6734,CAD,50.22,91,"19,714"
2017-01-05,2017-01-02,Impact Radius,278-804-3504,USD,351.59,36,"3,941"
